,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Master - Original Mix,0.793,0.697,-9.008,0.0623,0.0199,0.922,0.0808,0.036,125.0,378250.0
Promised - Raxon Remix,0.787,0.647,-10.482,0.0707,4.71e-05,0.891,0.0881,0.0373,123.999,418447.0
Destination Mars,0.682,0.932,-9.536,0.0382,0.00127,0.892,0.108,0.339,130.004,421852.0
Orbital Hypnosis - Erly Tepshi Remix,0.684,0.589,-13.567,0.0466,0.0907,0.895,0.14,0.0357,125.974,366899.0
Red Lights,0.707,0.74,-4.311,0.0509,0.179,0.0,0.612,0.336,127.974,189907.0
Consciousness,0.596,0.837,-5.983,0.0488,0.0775,0.806,0.297,0.0954,125.93,274552.0
Roccodrillo - Shall Ocin Remix,0.751,0.697,-9.898,0.0517,0.0538,0.843,0.109,0.178,125.005,370935.0
The Space In Between - Ben Böhmer Remix,0.559,0.656,-10.794,0.0365,0.0574,0.627,0.177,0.0386,122.007,253813.0
The First Time,0.311,0.0264,-21.644,0.037,0.731,0.00205,0.156,0.139,120.653,260666.0
Astra,0.163,0.0291,-32.294,0.0586,0.95,0.574,0.0913,0.167,137.329,147809.0
Alone,0.418,0.452,-13.099,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733.0
Lalitha Ashtotram - Audio Junkies & Sahar Z Remix,0.684,0.732,-8.192,0.0348,0.000523,0.863,0.101,0.0391,119.985,657065.0
Castor - Original Mix,0.761,0.735,-8.679,0.0484,7.8e-05,0.887,0.0856,0.0239,124.001,354270.0
Irreversible,0.337,0.0293,-27.45,0.0433,0.995,0.926,0.0856,0.104,59.138,136045.0
Undertrack,0.825,0.536,-6.391,0.331,0.0125,0.00016,0.158,0.382,77.004,184320.0
Descartes,0.733,0.612,-10.694,0.0339,0.51,0.943,0.0872,0.107,119.987,289500.0
Ramble Rebel - Original Mix,0.805,0.724,-9.253,0.0457,0.00486,0.814,0.0606,0.427,123.997,421936.0
Dark Matter (WYM310),0.698,0.669,-10.925,0.0503,0.013,0.821,0.0804,0.143,124.912,338324.0
Heroe,0.49,0.758,-6.491,0.0297,0.000671,0.484,0.092,0.435,112.114,371413.0
Flashlights,0.199,0.272,-20.374,0.0437,0.519,0.973,0.643,0.0333,71.047,137873.0
Go Back,0.443,0.817,-3.729,0.0511,0.318,0.0,0.374,0.652,168.1,183413.0
Vicious Circle,0.631,0.487,-7.652,0.0303,0.177,0.00607,0.231,0.21,121.946,307320.0
Inhuman Signal,0.723,0.837,-9.23,0.0633,0.000628,0.839,0.385,0.0972,128.02,366530.0
Light In The Dark,0.24,0.00622,-33.132,0.0403,0.991,0.924,0.067,0.123,64.813,155414.0
Catalyst,0.56,0.925,-5.473,0.0362,0.0368,0.0,0.104,0.168,135.017,339853.0
Limitless - Original Mix,0.533,0.741,-7.568,0.289,0.129,0.124,0.0768,0.324,164.966,244735.0
The Last Siren,0.802,0.595,-9.729,0.064,0.000226,0.868,0.0433,0.0428,123.01,426674.0
Hypnosis,0.276,0.247,-14.227,0.0329,0.954,0.171,0.127,0.188,99.212,96000.0
Ingravity,0.17,0.162,-7.321,0.0335,0.97,0.928,0.106,0.0419,164.827,189483.0
Sequel - Hidden Empire Remix,0.792,0.933,-10.64,0.0519,0.00384,0.792,0.0799,0.031,123.983,425687.0
Contact,0.826,0.653,-5.452,0.0331,0.00123,0.0,0.297,0.173,99.987,155913.0
Thinking About You ft Juliet Fox - Original Mix,0.825,0.794,-8.611,0.0536,0.000155,0.911,0.09,0.27,126.006,402905.0
Your Mind - Radio Edit,0.66,0.857,-7.946,0.0565,0.00262,0.165,0.215,0.111,126.032,285857.0
The Underground - Layton Giordani Remix,0.863,0.814,-4.604,0.0434,2.12e-05,0.0684,0.205,0.2,126.007,432976.0
Breathe,0.431,0.373,-15.142,0.0346,0.389,0.728,0.143,0.253,128.153,169535.0
New Sky,0.643,0.744,-8.021,0.029,0.0213,0.287,0.17,0.194,124.004,327547.0
Underwater - Yotto's Dawn Remix,0.635,0.949,-7.891,0.033,0.000811,0.48,0.195,0.0373,122.027,338440.0
Universal Nation - Bart Skils Remix,0.789,0.925,-8.106,0.0545,0.105,0.807,0.0865,0.0389,126.987,272130.0
Sleepless - Stephan Bodzin Remix,0.742,0.662,-8.149,0.0462,0.00022,0.811,0.0869,0.0845,119.991,540000.0
Nice Trip,0.597,0.754,-5.936,0.0338,0.139,0.000188,0.114,0.303,112.989,365565.0
Nevermind - Oliver Huntemann Remix,0.805,0.67,-10.867,0.0788,0.000804,0.819,0.107,0.569,125.007,430328.0
Chrome,0.475,0.769,-3.921,0.343,0.126,0.0,0.472,0.4,172.165,158710.0
Freak It Out,0.816,0.97,-5.229,0.128,0.00107,0.832,0.32,0.893,127.007,261463.0
On My Mind,0.771,0.729,-6.577,0.0408,0.00161,0.672,0.217,0.63,123.027,189268.0
Hawkins,0.0971,0.0911,-22.472,0.0335,0.491,0.783,0.11,0.0346,81.478,122318.0
Bush,0.437,0.337,-11.439,0.0326,0.0371,0.000946,0.0981,0.0784,114.239,266493.0
﻿Alta,0.554,0.854,-3.313,0.149,0.068,0.00285,0.166,0.797,83.823,243091.0
Tulum,0.861,0.535,-9.416,0.081,0.0326,0.82,0.296,0.318,110.01,225273.0
Cosmos - Original Mix,0.599,0.958,-6.033,0.0538,0.000156,0.697,0.162,0.473,144.015,416667.0
9onadic3,0.969,0.676,-7.526,0.177,0.0113,0.832,0.0856,0.133,121.996,313250.0
432,0.246,0.103,-27.18,0.0458,0.876,0.941,0.0819,0.0386,132.573,115000.0
Haunter,0.152,0.8,-7.655,0.0584,0.000191,0.793,0.381,0.244,141.437,470213.0
Grenzen - Bultech Remix,0.689,0.89,-9.895,0.0378,0.000736,0.875,0.622,0.196,125.999,380952.0
Ecotone,0.645,0.919,-3.179,0.0443,0.00294,0.637,0.119,0.473,125.977,245714.0
Preachin' Right,0.705,0.846,-7.176,0.0321,0.00818,9.4e-05,0.107,0.947,105.089,308360.0
Berlin Underground - Radio Edit,0.783,0.94,-5.12,0.0785,0.048,0.84,0.161,0.468,130.007,291696.0
Ecoma,0.56,0.234,-16.958,0.64,0.539,1.15e-05,0.119,0.613,133.687,81887.0
Finite,0.362,0.944,-4.972,0.2,0.000387,0.000136,0.324,0.486,194.125,228853.0
Echo Chamber,0.445,0.949,-5.166,0.0678,9.7e-06,0.0248,0.28,0.661,136.022,227893.0
Solar,0.73,0.483,-8.565,0.0879,0.237,7.99e-05,0.31,0.883,87.996,192621.0
Vucciria,0.697,0.58,-6.24,0.0696,0.144,0.0,0.0797,0.649,97.453,298267.0
Capsule,0.796,0.841,-4.486,0.0475,0.0261,0.0,0.24,0.631,119.99,174843.0
Liquid Dreams,0.823,0.7,-5.042,0.035,0.0264,0.0,0.0531,0.75,108.019,210400.0
Toi,0.703,0.76,-7.308,0.0635,0.00412,0.761,0.111,0.608,113.01,220853.0
Power,0.542,0.914,-4.747,0.113,0.0161,0.0,0.744,0.576,153.993,292093.0
Just Close Your Eyes,0.522,0.248,-20.873,0.0442,0.8,0.964,0.0968,0.0362,115.053,162783.0
Life,0.716,0.541,-7.909,0.149,0.0021,0.0,0.115,0.387,139.978,247055.0
The Revolution - Mark Reeve Remix,0.786,0.988,-7.479,0.0471,0.0385,0.927,0.336,0.0552,129.997,398710.0
Acqua Gelida,0.801,0.806,-9.686,0.064,0.24,0.454,0.0975,0.143,132.024,364182.0
Hidden Beauties,0.796,0.989,-7.588,0.0635,0.00942,0.95,0.108,0.0383,124.979,436376.0
Nova,0.762,0.508,-9.112,0.0919,0.0584,0.00126,0.16,0.37,93.51,302347.0
Resolve,0.595,0.732,-2.114,0.0616,0.0153,0.0,0.518,0.275,156.084,98462.0
June - Mees Salomé Remix,0.646,0.519,-14.574,0.0455,0.00369,0.888,0.0826,0.435,122.0,448770.0
Magna Terram,0.691,0.677,-9.934,0.0399,0.0037,0.821,0.0989,0.218,121.997,505824.0
Lonesome Ghost,0.791,0.922,-8.74,0.0555,0.00116,0.901,0.0962,0.0368,125.006,463016.0
Flume,0.448,0.143,-17.012,0.0328,0.929,0.0356,0.109,0.0873,132.829,219000.0
Howl,0.705,0.735,-6.646,0.0931,0.028,0.0783,0.112,0.448,132.627,191800.0
Action Speaks Louder Than Words,0.655,0.425,-12.599,0.243,0.552,0.201,0.142,0.819,166.637,211187.0
Mockingbird,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,250760.0
Be Sharp Say Nowt,0.764,0.977,-5.729,0.0515,0.00506,0.868,0.66,0.96,126.015,228571.0
"Lies, Deception, And Fantasy",0.809,0.935,-4.81,0.06,0.00405,0.0317,0.34,0.729,124.014,271013.0
About To Be Destroyed - MAAE Remix,0.763,0.905,-9.559,0.0527,0.000298,0.797,0.428,0.404,126.013,451528.0
Elysium - Original Mix,0.558,0.945,-4.874,0.0495,4.57e-05,0.812,0.114,0.211,172.008,360423.0
Suicide Girl - Robin Porter & Subb-an Remix,0.836,0.745,-6.854,0.054,0.000816,0.864,0.204,0.738,125.009,567727.0
Passengers - Esoteric Circle Remix,0.651,0.58,-11.503,0.0458,0.00546,0.783,0.614,0.156,124.99,439323.0
Dawn,0.351,0.636,-6.602,0.0375,0.515,0.00421,0.103,0.246,184.584,184128.0
Terra Luna,0.724,0.81,-5.233,0.0494,3.66e-05,0.254,0.11,0.783,144.937,212532.0
La Verità Del Tempo,0.802,0.684,-12.298,0.0415,0.102,0.933,0.0949,0.0399,124.992,483368.0
Counterfeit,0.462,0.943,-5.343,0.245,0.0364,0.00148,0.0871,0.218,95.483,308093.0
Lune De Sang,0.641,0.846,-5.704,0.0699,0.115,0.00446,0.61,0.443,128.002,205200.0
Opus,0.275,0.721,-6.222,0.0359,0.000702,0.821,0.0792,0.184,125.156,543453.0
Arthemisa - (Original Mix),0.551,0.837,-8.897,0.0353,0.0856,0.865,0.205,0.0353,126.007,377143.0
Dissension,0.786,0.551,-11.21,0.0478,0.00116,0.837,0.0604,0.0964,124.996,534000.0
Metamorphosis,0.593,0.641,-12.727,0.0992,0.426,0.901,0.122,0.147,175.014,142839.0
Innerverse - Lost Soul Remix,0.805,0.922,-8.579,0.0439,0.0581,0.915,0.0954,0.211,123.994,428548.0
On My Way,0.443,0.538,-5.477,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,213307.0
The Funk - Original Mix,0.802,0.943,-5.413,0.0419,0.0373,0.943,0.103,0.0374,126.005,430952.0
The Age Of Love - Solomun Renaissance Remix,0.775,0.795,-9.523,0.0416,0.0112,0.861,0.32,0.246,125.001,490496.0
Sombre 2020 - Alfredo Mazzilli Remix,0.617,0.781,-10.954,0.0497,0.0315,0.878,0.112,0.072,133.004,413687.0
Underwater,0.611,0.809,-6.63,0.0342,0.019,0.0185,0.114,0.428,118.003,349293.0
Day In Day Out,0.838,0.593,-6.703,0.0631,0.587,4.28e-05,0.108,0.58,116.011,248639.0
Day In Day Out,0.838,0.593,-6.703,0.0631,0.587,4.28e-05,0.108,0.58,116.011,248639.0
Red Light Green Light - Biscits Remix,0.827,0.863,-6.797,0.0547,0.00198,0.549,0.0498,0.891,124.008,179818.0
Sacred Dance Of The Demon - Gorgon City Remix,0.74,0.796,-8.058,0.0548,0.00721,0.0813,0.0552,0.456,123.002,440976.0
Free Your Body,0.854,0.922,-7.037,0.071,0.0152,0.0295,0.0708,0.821,124.995,269400.0
Sikhote,0.478,0.76,-6.819,0.0381,0.0136,0.0,0.093,0.578,164.997,177773.0
Headnoise (Get Hype) - Extended Mix,0.762,0.979,-6.518,0.0609,0.054,0.861,0.536,0.896,123.997,346573.0
Strange Attack,0.806,0.926,-5.613,0.0448,1.67e-05,0.914,0.0789,0.758,125.011,372738.0
Sombrerito,0.837,0.807,-5.802,0.0799,0.167,0.0,0.0896,0.96,102.988,202933.0
For a Feeling (feat. RHODES),0.64,0.903,-7.577,0.0358,0.000766,0.632,0.0636,0.0357,122.016,296324.0
Scio,0.328,0.42,-11.299,0.0368,0.0462,0.876,0.128,0.0365,77.035,284061.0
Enquanto Espero - Original Mix,0.702,0.671,-11.443,0.048,0.0203,0.793,0.135,0.256,124.013,495574.0
Toyger - Mees Salomé Remix,0.758,0.627,-10.473,0.0485,0.00486,0.836,0.122,0.29,123.012,480417.0
Danzer - Original Mix,0.817,0.845,-7.863,0.129,0.0167,0.892,0.14,0.294,126.056,365715.0
My Enemy,0.549,0.537,-6.997,0.0322,0.116,0.0,0.106,0.071,133.938,233079.0
Broken Heart,0.528,0.861,-4.309,0.0518,0.0108,0.0,0.268,0.591,95.02,187372.0
In Degrees - Purple Disco Machine Remix,0.844,0.765,-5.729,0.0364,0.0038,0.419,0.0625,0.893,121.986,396810.0
Keeping Me Awake,0.508,0.751,-9.428,0.0269,0.0493,0.0107,0.253,0.913,135.1,342827.0
The Story of Us,0.543,0.818,-3.611,0.0398,0.00478,0.000368,0.0357,0.683,139.898,265667.0
Where I Am - Original Mix,0.358,0.239,-21.684,0.0363,0.391,0.973,0.118,0.0764,133.792,229272.0
Slice,0.587,0.686,-6.448,0.0327,0.14,0.0,0.123,0.33,127.936,214160.0
Slow Motion - Original Mix,0.649,0.953,-4.117,0.0466,0.00145,0.00607,0.0542,0.743,160.048,232875.0
Take It,0.575,0.67,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578.0
Los Pistolos,0.752,0.647,-9.101,0.0537,0.105,0.9,0.0715,0.272,125.009,414720.0
A Side - Original Mix,0.706,0.944,-7.974,0.073,0.00137,0.922,0.111,0.517,132.992,322218.0
Violet Pill,0.807,0.569,-11.121,0.133,6.13e-05,0.885,0.0705,0.447,125.003,512640.0
Our Broken Mind Embassy - Boris Brejcha Remix,0.791,0.575,-12.57,0.0675,0.000987,0.869,0.109,0.298,122.006,460328.0
Bleeding Heart,0.505,0.617,-8.517,0.0479,0.637,0.00405,0.128,0.756,144.962,238307.0
New Horizons,0.528,0.943,-3.368,0.043,0.00412,0.0,0.546,0.515,109.974,189613.0
This Is It,0.579,0.511,-6.788,0.0293,0.254,0.0,0.099,0.594,78.003,230973.0
New Horizons - Mixed Version,0.484,0.949,-7.611,0.0586,0.00827,0.897,0.1,0.15,134.005,407474.0
Don't Think,0.578,0.431,-7.034,0.0269,0.469,0.0,0.137,0.21,116.979,226975.0
Mars,0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,155589.0
Justice,0.779,0.572,-9.985,0.378,0.157,0.0,0.246,0.647,135.956,300160.0
Black On Black,0.523,0.864,-4.746,0.359,0.106,0.000454,0.0672,0.247,142.11,197981.0
Traffic,0.781,0.484,-7.597,0.0347,0.713,0.00388,0.173,0.492,129.922,170947.0
Mainz,0.493,0.302,-12.478,0.0289,0.0404,0.834,0.107,0.157,107.425,150667.0
Rising,0.508,0.774,-5.973,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600.0
Angie,0.429,0.554,-6.128,0.0291,0.67,0.000152,0.105,0.407,136.302,272000.0
No Regrets,0.756,0.747,-5.407,0.046,0.0048,0.00536,0.588,0.0687,134.935,200947.0
Low,0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008,231400.0
Bipolar Star - Victor Ruiz Remix,0.787,0.842,-9.417,0.0491,0.000555,0.905,0.0884,0.0785,126.021,460952.0
Una,0.87,0.548,-5.253,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,153750.0
Out Of Control - Pat Vocal Mix,0.864,0.742,-6.117,0.043,0.00875,0.394,0.41,0.689,124.009,193548.0
Layla,0.404,0.902,-3.88,0.0665,0.577,0.297,0.287,0.497,115.669,423840.0
Brandy (You're a Fine Girl),0.716,0.625,-11.369,0.0601,0.396,1.97e-05,0.134,0.826,125.276,186827.0
Walk Away Renee,0.405,0.563,-7.313,0.033,0.735,0.0,0.198,0.592,117.777,164813.0
Like a Rolling Stone,0.482,0.721,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,369600.0
Never My Love - Remastered Version,0.435,0.428,-11.747,0.0268,0.171,0.000708,0.149,0.61,95.534,187693.0
Be My Baby,0.511,0.769,-7.032,0.042,0.181,0.0,0.0921,0.818,129.657,160907.0
You've Lost That Lovin' Feeling - Remastered,0.362,0.324,-14.12,0.0273,0.509,0.0,0.0789,0.462,93.917,226673.0
Something - Remastered 2009,0.396,0.338,-10.872,0.0304,0.198,2.62e-06,0.138,0.377,133.522,182293.0
Hey Jude - Remastered 2015,0.386,0.607,-7.7,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653.0
I Want You Back,0.469,0.538,-13.559,0.0571,0.305,0.00012,0.37,0.886,196.605,176333.0
Scarborough Fair / Canticle,0.336,0.248,-15.626,0.0324,0.65,0.0,0.113,0.298,128.548,190347.0
Bridge Over Troubled Water,0.149,0.206,-13.888,0.0323,0.822,0.000649,0.115,0.264,79.764,293120.0
Unchained Melody,0.339,0.208,-16.725,0.0308,0.396,0.000519,0.18,0.288,98.54,218013.0
A Hard Day's Night - Remastered 2009,0.59,0.805,-6.481,0.0371,0.137,0.0,0.0996,0.797,138.514,154200.0
Wouldn't It Be Nice - Remastered 2000 / Stereo Mix,0.392,0.629,-7.056,0.0335,0.718,3.76e-06,0.129,0.72,124.511,153205.0
Nowhere Man - Remastered 2009,0.534,0.624,-9.589,0.0462,0.00797,0.0,0.128,0.687,121.402,163693.0
Night Moves,0.705,0.743,-6.631,0.042,0.432,0.0133,0.103,0.374,118.552,324423.0
Let It Be - Remastered 2009,0.443,0.403,-8.339,0.0322,0.631,0.0,0.111,0.41,143.462,243027.0
I'm Gonna Make You Love Me - Stereo,0.582,0.551,-6.541,0.0351,0.447,0.0,0.183,0.375,98.527,187200.0
Build Me Up Buttercup - Mono,0.659,0.513,-7.186,0.0293,0.315,0.0,0.283,0.855,133.609,177533.0
Maggie May,0.605,0.574,-10.536,0.0377,0.559,0.113,0.0684,0.543,129.449,350267.0
Sloop John B - Remastered,0.567,0.745,-5.423,0.0264,0.402,0.0,0.0873,0.903,125.575,180133.0
The Tracks Of My Tears,0.502,0.333,-10.914,0.0264,0.699,0.0,0.222,0.729,96.982,174360.0
House of the Rising Sun,0.295,0.584,-6.696,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280.0
With Or Without You - Remastered,0.54,0.429,-11.822,0.0285,0.000202,0.355,0.141,0.113,110.171,295516.0
Ain't Too Proud To Beg,0.763,0.656,-6.86,0.0417,0.549,0.0,0.125,0.926,118.394,156173.0
(Your Love Keeps Lifting Me) Higher & Higher,0.634,0.677,-7.19,0.0448,0.318,0.0,0.0902,0.939,95.792,179120.0
Baby Now That I've Found You (Stereo),0.643,0.787,-4.466,0.0392,0.568,0.0,0.0592,0.96,118.234,158533.0
How Deep Is Your Love,0.738,0.868,-4.373,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640.0
What Becomes Of The Brokenhearted - Single Version,0.586,0.825,-4.73,0.0285,0.729,0.0,0.381,0.677,98.17,181653.0
Kind of a Drag,0.271,0.783,-7.996,0.0457,0.857,0.00965,0.285,0.533,138.836,126520.0
The Winner Takes It All,0.454,0.788,-6.748,0.0371,0.574,0.000766,0.0859,0.52,126.15,294720.0
Reach Out I'll Be There - Single Version / Mono,0.62,0.763,-4.908,0.0311,0.0615,0.0,0.289,0.718,119.534,182467.0
Day After Day - Remastered 2010,0.399,0.686,-7.112,0.0311,0.109,0.000874,0.112,0.377,101.806,191053.0
I Heard It Through The Grapevine,0.711,0.362,-10.851,0.0381,0.272,0.0,0.127,0.616,117.287,194293.0
Reelin' In The Years,0.523,0.758,-9.81,0.0403,0.133,0.0,0.0952,0.766,135.437,277267.0
Can't Take My Eyes off You - 2007 Remaster,0.575,0.785,-7.192,0.0582,0.412,3.03e-05,0.0539,0.494,123.868,203467.0
Temptation Eyes - Original Recording,0.555,0.869,-5.479,0.0278,0.0104,0.000156,0.108,0.84,134.892,159173.0
Come A Little Bit Closer,0.636,0.684,-9.302,0.057,0.52,0.0015,0.534,0.881,132.509,166667.0
"Bad, Bad Leroy Brown",0.697,0.676,-10.742,0.0402,0.706,0.0,0.0824,0.852,148.072,182240.0
Fire and Rain - 2019 Remaster,0.597,0.271,-17.293,0.0394,0.766,0.0119,0.0933,0.338,76.271,203613.0
There's a Kind of Hush,0.555,0.639,-7.867,0.0313,0.298,0.000645,0.638,0.871,129.173,153453.0
Suspicious Minds,0.487,0.382,-10.889,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,261280.0
Twist And Shout - Remastered 2009,0.482,0.849,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227.0
My Girl,0.572,0.418,-10.738,0.0349,0.635,0.0,0.0961,0.694,104.566,165000.0
Just My Imagination (Running Away With Me),0.425,0.242,-15.424,0.0267,0.88,0.0118,0.195,0.477,92.472,228160.0
My Whole World Ended (The Moment You Left Me),0.567,0.667,-9.419,0.0411,0.00632,0.0,0.0306,0.849,110.152,212773.0
I Will Always Love You,0.332,0.214,-12.518,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093.0
Go All The Way,0.305,0.849,-4.892,0.0999,0.548,0.000134,0.0995,0.555,134.287,205347.0
Against The Wind,0.674,0.771,-5.612,0.0246,0.28,0.0318,0.133,0.718,109.618,333720.0
Time Of The Season,0.537,0.7,-6.852,0.0366,0.142,1.58e-06,0.383,0.695,117.111,214027.0
Hotel California - 2013 Remaster,0.579,0.508,-9.484,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376.0
Instant Karma! (We All Shine On) - Remastered 2010,0.628,0.931,-9.973,0.0968,0.000689,0.00146,0.0997,0.144,119.976,200653.0
You're All I Need To Get By,0.513,0.448,-11.074,0.0325,0.135,0.0,0.0678,0.172,97.63,173867.0
Linger,0.439,0.434,-14.918,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,274707.0
Hollywood Nights,0.529,0.968,-5.198,0.0503,0.00506,0.00034,0.201,0.751,150.326,302627.0
American Pie,0.531,0.481,-11.709,0.06,0.699,0.0,0.0842,0.491,138.45,516893.0
Runaround Sue - Remastered 1991,0.544,0.567,-10.8,0.0753,0.79,3.85e-06,0.363,0.559,78.227,159813.0
Midnight Confessions - Single Version,0.705,0.751,-7.08,0.0441,0.00297,0.000271,0.105,0.794,134.954,164213.0
White Room,0.553,0.576,-13.458,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333.0
"Only Wanna Be With You (""Kootchypop"" Version) - 2019 Remaster",0.424,0.839,-5.344,0.0378,0.244,2.05e-06,0.128,0.578,106.063,221027.0
A Thousand Miles,0.56,0.825,-3.862,0.0379,0.323,0.0,0.161,0.268,94.931,237493.0
Sister Golden Hair,0.441,0.547,-12.222,0.0337,0.13,0.000143,0.109,0.716,134.753,199573.0
"Woman, Woman",0.667,0.678,-4.97,0.0254,0.12,0.357,0.152,0.446,100.007,217995.0
Young Girl,0.561,0.749,-4.951,0.032,0.461,1.82e-06,0.205,0.501,125.986,228720.0
You Oughta Know,0.665,0.834,-7.737,0.0576,0.21,0.0,0.452,0.411,105.292,249493.0
Cherish,0.854,0.806,-8.262,0.0886,0.0209,0.0542,0.0703,0.637,124.927,157890.0
That's the Way of the World,0.586,0.552,-11.153,0.0488,0.593,0.00101,0.31,0.732,82.0,345507.0
"The Rain, The Park & Other Things - Single Version",0.373,0.712,-9.261,0.0564,0.704,0.00602,0.457,0.612,131.73,183107.0
Baby I Need Your Loving,0.632,0.686,-6.116,0.0395,0.437,0.0,0.193,0.65,121.414,166027.0
Help! - Remastered 2009,0.534,0.725,-7.576,0.0332,0.188,0.0,0.0994,0.763,95.003,139560.0
Don't You Care,0.41,0.566,-11.073,0.0443,0.0967,0.0,0.263,0.669,142.037,148800.0
Hold My Hand,0.519,0.617,-4.287,0.0313,0.0387,0.0,0.401,0.222,147.708,225300.0
This Magic Moment,0.271,0.599,-4.63,0.0326,0.455,3.08e-06,0.11,0.705,136.169,151560.0
"Just the Way You Are - Live at Carnegie Hall, New York, NY - June 1977",0.541,0.549,-8.891,0.0368,0.525,0.0,0.325,0.251,135.665,296120.0
Hungry Heart,0.641,0.894,-7.41,0.0273,0.0857,0.009,0.157,0.972,109.823,199453.0
Change the World,0.721,0.558,-8.8,0.0246,0.492,0.00563,0.113,0.542,96.887,234867.0
Raspberry Beret,0.761,0.67,-12.759,0.0438,0.21,0.000426,0.0684,0.91,120.75,215173.0
Wonderwall - Remastered,0.375,0.893,-4.097,0.0406,0.000509,0.0,0.187,0.434,174.323,258773.0
Africa,0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893.0
Mack the Knife,0.549,0.529,-12.291,0.108,0.76,0.0,0.206,0.464,82.755,184333.0
November Rain,0.294,0.641,-9.316,0.0291,0.0163,0.22,0.112,0.226,79.759,536067.0
Reflections,0.648,0.594,-7.027,0.0293,0.114,0.0462,0.116,0.544,113.983,244013.0
Up Around The Bend,0.589,0.85,-6.143,0.0343,0.0606,0.779,0.274,0.813,130.318,161467.0
I Saw Her Standing There - Remastered 2009,0.491,0.801,-9.835,0.0361,0.27,0.0,0.0665,0.971,160.109,173947.0
Beginnings,0.52,0.932,-6.437,0.0875,0.137,0.0188,0.654,0.492,111.215,474133.0
Nobody Does It Better,0.368,0.403,-12.699,0.0288,0.703,7.66e-06,0.202,0.338,135.384,212667.0
Overkill,0.646,0.809,-3.99,0.0282,0.0854,0.0,0.0806,0.588,139.2,229467.0
My Sweet Lord - Remastered 2014,0.537,0.701,-8.913,0.0335,0.0972,0.0,0.0832,0.583,120.919,281227.0
Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,0.631,0.597,-7.382,0.026,0.379,0.00273,0.146,0.665,107.26,244440.0
Careless Whisper,0.574,0.628,-8.815,0.036,0.13,0.0,0.271,0.803,153.119,300107.0
The Long And Winding Road - Remastered 2009,0.299,0.329,-10.096,0.0279,0.756,0.0105,0.0559,0.392,132.282,218187.0
Running on Empty,0.541,0.711,-13.492,0.0383,0.0635,0.0201,0.719,0.588,136.58,291893.0
Rhiannon,0.723,0.49,-14.745,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773.0
Gimme Some Lovin' - Single Mix,0.598,0.564,-6.454,0.032,0.216,0.000204,0.277,0.43,147.619,178840.0
More Today Than Yesterday - Single Version,0.681,0.527,-12.307,0.0356,0.327,0.0,0.0889,0.842,141.782,169467.0
Dust in the Wind,0.475,0.322,-10.687,0.0283,0.367,0.00056,0.11,0.387,93.503,206267.0
Layla,0.404,0.902,-3.88,0.0665,0.577,0.297,0.287,0.497,115.669,423840.0
Brandy (You're a Fine Girl),0.716,0.625,-11.369,0.0601,0.396,1.97e-05,0.134,0.826,125.276,186827.0
Walk Away Renee,0.405,0.563,-7.313,0.033,0.735,0.0,0.198,0.592,117.777,164813.0
Like a Rolling Stone,0.482,0.721,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,369600.0
Never My Love - Remastered Version,0.435,0.428,-11.747,0.0268,0.171,0.000708,0.149,0.61,95.534,187693.0
Be My Baby,0.511,0.769,-7.032,0.042,0.181,0.0,0.0921,0.818,129.657,160907.0
You've Lost That Lovin' Feeling - Remastered,0.362,0.324,-14.12,0.0273,0.509,0.0,0.0789,0.462,93.917,226673.0
Something - Remastered 2009,0.396,0.338,-10.872,0.0304,0.198,2.62e-06,0.138,0.377,133.522,182293.0
Hey Jude - Remastered 2015,0.386,0.607,-7.7,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653.0
I Want You Back,0.469,0.538,-13.559,0.0571,0.305,0.00012,0.37,0.886,196.605,176333.0
Scarborough Fair / Canticle,0.336,0.248,-15.626,0.0324,0.65,0.0,0.113,0.298,128.548,190347.0
